file_id,dial_a,dial_b,start_time,duration,service_id,hplmn,vplmn,external_charges
1,201560098469,201090000001,2026-04-11 09:54:43,1,3,EGYVO,,0
1,201868108276,whatsapp.net,2026-04-25 12:39:43,109,2,EGYVO,,0
1,201311169287,201090000002,2026-04-22 05:12:43,2092,1,EGYVO,,0
1,201971294191,fmrz-telecom.net,2026-04-25 17:21:43,366,2,EGYVO,,0
1,201253193055,whatsapp.net,2026-04-14 19:35:43,356,2,EGYVO,,0
1,201973065083,201223344556,2026-04-12 13:57:43,1,3,EGYVO,,0
1,201462099679,google.com,2026-04-20 17:05:43,152,2,EGYVO,,0
1,201977901803,google.com,2026-04-14 21:13:43,29,2,EGYVO,,0
1,201293346699,201000000008,2026-03-30 06:33:43,1,3,EGYVO,,0
1,201358767975,201223344556,2026-04-01 08:01:43,1310,1,EGYVO,,0
1,201264979417,201223344556,2026-04-03 14:02:43,1,3,EGYVO,,0
1,201453406328,201090000003,2026-04-25 08:28:43,1864,1,EGYVO,,0
1,201758547932,201090000002,2026-04-17 18:13:43,1,3,EGYVO,,0
1,201745792041,201090000001,2026-04-17 03:35:43,1,3,EGYVO,,0
1,201443434524,201223344556,2026-04-11 16:41:43,2665,1,EGYVO,,0
1,201382757644,fmrz-telecom.net,2026-04-01 09:04:43,140,2,EGYVO,,0
1,201765178273,fmrz-telecom.net,2026-04-12 09:04:43,476,2,EGYVO,,0
1,201563988655,whatsapp.net,2026-04-19 22:59:43,148,2,EGYVO,,0
1,201936541669,201223344556,2026-04-16 19:08:43,1,3,EGYVO,,0
1,201577029209,201000000008,2026-04-23 15:41:43,1092,1,EGYVO,,0
1,201000000046,201090000002,2026-04-26 20:50:43,3557,1,EGYVO,,0
1,201934948509,201090000001,2026-04-14 02:30:43,2791,1,EGYVO,,0
1,201664555584,fmrz-telecom.net,2026-04-25 04:21:43,285,2,EGYVO,,0
1,201000000022,facebook.com,2026-04-11 18:39:43,169,2,EGYVO,,0
1,201929443681,201000000008,2026-04-28 00:04:43,1,3,EGYVO,,0
1,201926549412,facebook.com,2026-04-16 08:01:43,303,2,EGYVO,,0
1,201576869694,201090000001,2026-04-12 10:45:43,1,3,EGYVO,,0
1,201840246205,201000000008,2026-04-07 14:22:43,2824,1,EGYVO,,0
1,201836494481,whatsapp.net,2026-04-20 20:16:43,51,2,EGYVO,,0
1,201903689006,fmrz-telecom.net,2026-04-01 16:32:43,86,2,EGYVO,,0
1,201141678272,fmrz-telecom.net,2026-04-07 13:58:43,379,2,EGYVO,,0
1,201311169287,facebook.com,2026-04-25 15:06:43,280,2,EGYVO,,0
1,201250407138,youtube.com,2026-04-22 07:14:43,404,2,EGYVO,,0
1,201777712118,201090000002,2026-04-03 16:46:43,1,3,EGYVO,,0
1,201523335558,201223344556,2026-04-14 16:39:43,2362,1,EGYVO,,0
1,201773592311,201090000003,2026-04-01 23:32:43,3344,1,EGYVO,,0
1,201243897854,201223344556,2026-04-20 15:12:43,1,3,EGYVO,,0
1,201691258957,facebook.com,2026-04-26 05:15:43,12,2,EGYVO,,0
1,201836494481,201090000001,2026-04-12 08:29:43,2550,1,EGYVO,,0
1,201922219519,201090000002,2026-04-28 15:17:43,434,1,EGYVO,,0
1,201453406328,201000000008,2026-04-18 06:28:43,494,1,EGYVO,,0
1,201233888603,fmrz-telecom.net,2026-04-24 08:07:43,282,2,EGYVO,,0
