file_id,dial_a,dial_b,start_time,duration,service_id,hplmn,vplmn,external_charges
1,201547174916,201090000002,2026-04-26 13:39:13,1,3,EGYVO,,0
1,201000000022,whatsapp.net,2026-04-21 09:42:13,59,2,EGYVO,,0
1,201161552590,201223344556,2026-04-02 23:21:13,2291,1,EGYVO,,0
1,201398740844,201090000003,2026-04-23 00:09:13,2651,1,EGYVO,,0
1,201874881544,201090000003,2026-04-22 01:06:13,1,3,EGYVO,,0
1,201161552590,whatsapp.net,2026-04-24 05:01:13,260,2,EGYVO,,0
1,201999161287,201090000003,2026-04-18 09:00:13,1983,1,EGYVO,,0
1,201000000039,201223344556,2026-04-04 07:32:13,2834,1,EGYVO,,0
1,201963145629,201223344556,2026-04-26 18:31:13,1452,1,EGYVO,,0
1,201000000046,201223344556,2026-04-27 09:47:13,1,3,EGYVO,,0
1,201691093859,201000000008,2026-04-03 01:19:13,1,3,EGYVO,,0
1,201994622991,201090000002,2026-04-20 16:30:13,1,3,EGYVO,,0
1,201402249115,201090000003,2026-04-26 08:28:13,475,1,EGYVO,,0
1,201243897854,201000000008,2026-04-21 17:41:13,1,3,EGYVO,,0
1,201960638663,fmrz-telecom.net,2026-03-31 09:11:13,291,2,EGYVO,,0
1,201958741292,whatsapp.net,2026-04-04 01:24:13,300,2,EGYVO,,0
1,201677270621,201090000001,2026-04-17 02:02:13,1,3,EGYVO,,0
1,201868108276,201090000001,2026-03-30 16:59:13,1,3,EGYVO,,0
1,201437218906,201090000003,2026-04-06 17:25:13,3433,1,EGYVO,,0
1,201923858628,fmrz-telecom.net,2026-04-07 10:47:13,76,2,EGYVO,,0
1,201977894522,201000000008,2026-04-15 13:57:13,1,3,EGYVO,,0
1,201255851063,whatsapp.net,2026-03-31 05:27:13,272,2,EGYVO,,0
1,201398740844,whatsapp.net,2026-04-29 19:48:13,350,2,EGYVO,,0
1,201779264035,201000000008,2026-04-07 14:23:13,622,1,EGYVO,,0
1,201255851063,facebook.com,2026-04-14 02:49:13,406,2,EGYVO,,0
1,201717769502,201223344556,2026-04-28 21:00:13,3257,1,EGYVO,,0
1,201251619033,201090000001,2026-04-18 15:50:13,1,3,EGYVO,,0
1,201987939852,facebook.com,2026-04-26 01:05:13,498,2,EGYVO,,0
1,201677270621,201090000001,2026-04-03 08:53:13,2757,1,EGYVO,,0
1,201717769502,201000000008,2026-04-21 05:19:13,1,3,EGYVO,,0
1,201362708743,fmrz-telecom.net,2026-04-29 20:08:13,485,2,EGYVO,,0
1,201489051711,facebook.com,2026-04-22 20:54:13,185,2,EGYVO,,0
1,201251619033,facebook.com,2026-04-07 16:12:13,171,2,EGYVO,,0
1,201909239736,youtube.com,2026-04-04 12:24:13,464,2,EGYVO,,0
1,201608773241,youtube.com,2026-04-15 17:05:13,116,2,EGYVO,,0
1,201100488135,201090000001,2026-04-02 03:49:13,348,1,EGYVO,,0
1,201383276193,201090000001,2026-04-14 21:04:13,1471,1,EGYVO,,0
1,201711745398,facebook.com,2026-04-24 06:43:13,65,2,EGYVO,,0
1,201625730097,201090000002,2026-04-15 13:02:13,1,3,EGYVO,,0
1,201915564657,201090000002,2026-04-22 06:37:13,1,3,EGYVO,,0
1,201000000016,201223344556,2026-04-16 02:59:13,1,3,EGYVO,,0
1,201894027458,fmrz-telecom.net,2026-04-26 19:27:13,223,2,EGYVO,,0
1,201625730097,201090000003,2026-04-21 19:20:13,2156,1,EGYVO,,0
1,201779264035,201223344556,2026-04-25 22:27:13,1,3,EGYVO,,0
1,201996252894,fmrz-telecom.net,2026-04-05 13:45:13,42,2,EGYVO,,0
1,201260508180,google.com,2026-04-10 05:04:13,232,2,EGYVO,,0
1,201577199236,201090000001,2026-04-06 06:55:13,1063,1,EGYVO,,0
1,201000000016,201090000002,2026-04-27 14:05:13,1,3,EGYVO,,0
