file_id,dial_a,dial_b,start_time,duration,service_id,hplmn,vplmn,external_charges
1,201747728661,201090000002,2026-03-31 01:18:10,936,1,EGYVO,,0
1,201000000005,facebook.com,2026-04-14 15:22:10,179,2,EGYVO,,0
1,201000000003,whatsapp.net,2026-04-25 00:26:10,158,2,EGYVO,,0
1,201453864723,201000000008,2026-04-14 02:48:10,1,3,EGYVO,,0
1,201000000041,google.com,2026-04-06 00:22:10,123,2,EGYVO,,0
1,201000000048,201223344556,2026-04-02 16:14:10,1,3,EGYVO,,0
1,201000000028,201223344556,2026-04-16 12:11:10,3283,1,EGYVO,,0
1,201387791407,youtube.com,2026-03-31 19:26:10,487,2,EGYVO,,0
1,201976337336,201090000003,2026-04-10 20:27:10,707,1,EGYVO,,0
1,201873089796,whatsapp.net,2026-04-02 04:19:10,262,2,EGYVO,,0
1,201987284894,fmrz-telecom.net,2026-04-10 10:58:10,26,2,EGYVO,,0
1,201409021655,201090000001,2026-04-16 14:14:10,1,3,EGYVO,,0
1,201165080439,whatsapp.net,2026-04-27 21:23:10,209,2,EGYVO,,0
1,201415937301,201090000002,2026-04-10 11:02:10,1,3,EGYVO,,0
1,201000000019,201090000002,2026-04-09 16:43:10,1,3,EGYVO,,0
1,201639645560,201090000001,2026-04-25 00:40:10,1,3,EGYVO,,0
1,201812151012,201090000001,2026-04-12 18:28:10,1,3,EGYVO,,0
1,201000000018,201090000001,2026-04-25 02:20:10,1,3,EGYVO,,0
1,201571491852,google.com,2026-04-18 03:52:10,157,2,EGYVO,,0
1,201269690187,201090000002,2026-04-20 15:44:10,106,1,EGYVO,,0
1,201712153941,201000000008,2026-04-22 21:13:10,690,1,EGYVO,,0
1,201000000040,whatsapp.net,2026-04-05 11:09:10,431,2,EGYVO,,0
1,201371788641,201000000008,2026-04-07 19:29:10,1,3,EGYVO,,0
1,201000000042,201090000002,2026-04-25 17:32:10,1,3,EGYVO,,0
1,201536117987,201090000002,2026-04-17 17:57:10,1,3,EGYVO,,0
1,201483356980,201090000001,2026-04-20 10:57:10,1,3,EGYVO,,0
1,201927321736,youtube.com,2026-04-16 22:01:10,4,2,EGYVO,,0
1,201697146405,201090000003,2026-04-12 02:53:10,1,3,EGYVO,,0
1,201173975850,201000000008,2026-04-24 10:35:10,431,1,EGYVO,,0
1,201972882426,facebook.com,2026-04-17 12:32:10,74,2,EGYVO,,0
1,201536117987,201090000003,2026-04-14 04:08:10,648,1,EGYVO,,0
1,201788349956,201090000003,2026-04-07 16:31:10,3350,1,EGYVO,,0
1,201359628840,201223344556,2026-03-31 01:42:10,3101,1,EGYVO,,0
1,201385193015,google.com,2026-04-19 20:15:10,24,2,EGYVO,,0
1,201385193015,facebook.com,2026-03-30 15:20:10,126,2,EGYVO,,0
1,201483850292,fmrz-telecom.net,2026-04-26 20:26:10,95,2,EGYVO,,0
1,201139449782,201000000008,2026-04-06 08:14:10,2396,1,EGYVO,,0
1,201309264924,201090000001,2026-04-04 02:58:10,1,3,EGYVO,,0
1,201207365610,whatsapp.net,2026-04-23 02:26:10,130,2,EGYVO,,0
1,201988381018,google.com,2026-04-17 03:35:10,227,2,EGYVO,,0
1,201374640604,whatsapp.net,2026-04-25 12:54:10,435,2,EGYVO,,0
1,201364353544,201223344556,2026-03-31 16:05:10,1922,1,EGYVO,,0
1,201000000003,201090000003,2026-04-26 17:20:10,1,3,EGYVO,,0
1,201559261829,google.com,2026-04-18 14:25:10,361,2,EGYVO,,0
1,201305663628,201090000003,2026-04-23 23:09:10,1,3,EGYVO,,0
1,201000000032,201223344556,2026-04-28 05:37:10,1867,1,EGYVO,,0
1,201976416366,whatsapp.net,2026-04-02 19:01:10,192,2,EGYVO,,0
1,201280339908,201090000001,2026-04-27 18:23:10,1,3,EGYVO,,0
1,201000000040,whatsapp.net,2026-04-20 04:10:10,246,2,EGYVO,,0
1,201400634335,201000000008,2026-04-17 13:30:10,1,3,EGYVO,,0
1,201597950279,201090000003,2026-03-31 02:01:10,1,3,EGYVO,,0
1,201102248109,201090000002,2026-04-02 13:36:10,1,3,EGYVO,,0
1,201981231815,201000000008,2026-04-24 02:30:10,1,3,EGYVO,,0
1,201000000041,201090000001,2026-04-04 09:59:10,1,3,EGYVO,,0
1,201964750846,youtube.com,2026-04-15 14:30:10,479,2,EGYVO,,0
1,201958687287,fmrz-telecom.net,2026-04-15 05:33:10,283,2,EGYVO,,0
1,201779326415,whatsapp.net,2026-04-22 06:23:10,37,2,EGYVO,,0
1,201000000040,201000000008,2026-04-21 02:47:10,1,3,EGYVO,,0
1,201940132536,google.com,2026-04-23 00:33:10,339,2,EGYVO,,0
1,201956566033,facebook.com,2026-04-15 05:44:10,146,2,EGYVO,,0
1,201655520407,whatsapp.net,2026-04-29 15:05:10,400,2,EGYVO,,0
1,201000000036,fmrz-telecom.net,2026-04-24 02:31:10,304,2,EGYVO,,0
1,201280339908,201090000002,2026-04-09 21:12:10,1,3,EGYVO,,0
1,201129432439,201000000008,2026-04-25 03:50:10,1,3,EGYVO,,0
1,201305663628,201090000002,2026-04-20 20:15:10,1,3,EGYVO,,0
1,201997644052,201223344556,2026-03-31 05:00:10,3262,1,EGYVO,,0
1,201629985628,201090000001,2026-03-30 22:10:10,2845,1,EGYVO,,0
1,201905785956,facebook.com,2026-04-01 17:58:10,136,2,EGYVO,,0
1,201995004376,youtube.com,2026-04-29 04:11:10,230,2,EGYVO,,0
1,201712246063,201090000003,2026-04-21 10:21:10,386,1,EGYVO,,0
1,201588843428,201090000003,2026-04-26 00:16:10,1894,1,EGYVO,,0
1,201000000046,201090000002,2026-04-04 08:03:10,3361,1,EGYVO,,0
1,201000000001,201090000003,2026-04-03 07:43:10,1061,1,EGYVO,,0
1,201400634335,201000000008,2026-04-13 10:06:10,1,3,EGYVO,,0
1,201984329640,201090000003,2026-04-14 18:18:10,3070,1,EGYVO,,0
1,201000000011,youtube.com,2026-04-02 01:37:10,492,2,EGYVO,,0
1,201000000046,201090000001,2026-04-03 07:34:10,1,3,EGYVO,,0
1,201000000016,201000000008,2026-04-28 04:02:10,1,3,EGYVO,,0
1,201983056461,201223344556,2026-04-11 08:59:10,1,3,EGYVO,,0
1,201000000035,fmrz-telecom.net,2026-04-25 04:15:10,154,2,EGYVO,,0
1,201953541738,201090000003,2026-04-05 19:34:10,1,3,EGYVO,,0
1,201916686115,201000000008,2026-04-12 23:17:10,1,3,EGYVO,,0
1,201282040797,201223344556,2026-04-27 00:46:10,1622,1,EGYVO,,0
1,201947522638,201223344556,2026-04-01 06:02:10,1,3,EGYVO,,0
1,201130619243,201090000003,2026-04-17 16:28:10,30,1,EGYVO,,0
1,201130619243,201000000008,2026-04-14 02:44:10,1,3,EGYVO,,0
1,201599843015,201090000002,2026-04-06 03:18:10,1232,1,EGYVO,,0
1,201272518692,201090000003,2026-04-23 17:27:10,1,3,EGYVO,,0
1,201919920289,201090000001,2026-04-09 13:14:10,1,3,EGYVO,,0
1,201000000013,fmrz-telecom.net,2026-04-20 01:35:10,471,2,EGYVO,,0
1,201374640604,201090000003,2026-04-05 09:48:10,1,3,EGYVO,,0
1,201272389748,201090000003,2026-04-06 21:46:10,1,3,EGYVO,,0
1,201961160361,201090000003,2026-04-08 18:26:10,1209,1,EGYVO,,0
1,201948712251,201090000002,2026-04-10 01:19:10,1,3,EGYVO,,0
1,201597950279,201000000008,2026-04-07 11:56:10,2140,1,EGYVO,,0
1,201582580004,201223344556,2026-04-18 11:42:10,1992,1,EGYVO,,0
1,201485461340,whatsapp.net,2026-04-08 02:07:10,426,2,EGYVO,,0
1,201483100878,fmrz-telecom.net,2026-04-02 14:47:10,10,2,EGYVO,,0
1,201922767161,201000000008,2026-04-18 08:53:10,1,3,EGYVO,,0
1,201898189763,facebook.com,2026-04-14 11:52:10,124,2,EGYVO,,0
1,201000000033,201223344556,2026-04-09 05:24:10,1,3,EGYVO,,0
1,201000000045,fmrz-telecom.net,2026-04-07 07:16:10,362,2,EGYVO,,0
1,201948176180,201090000002,2026-04-04 17:12:10,1,3,EGYVO,,0
1,201536117987,201090000002,2026-04-09 19:10:10,1,3,EGYVO,,0
1,201629985628,201223344556,2026-04-12 23:11:10,596,1,EGYVO,,0
1,201280339908,whatsapp.net,2026-04-10 05:23:10,82,2,EGYVO,,0
1,201226268243,201223344556,2026-03-31 02:18:10,1,3,EGYVO,,0
1,201914700901,fmrz-telecom.net,2026-04-10 04:42:10,114,2,EGYVO,,0
1,201000000035,whatsapp.net,2026-04-12 21:18:10,143,2,EGYVO,,0
1,201927363900,201000000008,2026-04-16 12:31:10,453,1,EGYVO,,0
1,201989326331,201090000001,2026-04-17 05:29:10,1493,1,EGYVO,,0
1,201385193015,201223344556,2026-04-21 12:00:10,1350,1,EGYVO,,0
1,201503292458,201223344556,2026-04-11 03:38:10,1,3,EGYVO,,0
1,201000000005,youtube.com,2026-04-11 06:19:10,345,2,EGYVO,,0
1,201000000014,201090000003,2026-04-06 20:16:10,1,3,EGYVO,,0
1,201976416366,201090000001,2026-04-28 04:03:10,1,3,EGYVO,,0
1,201257851272,201090000003,2026-04-26 16:39:10,2867,1,EGYVO,,0
1,201542700474,201090000002,2026-04-27 02:23:10,1,3,EGYVO,,0
1,201930595687,201090000001,2026-04-08 12:58:10,1,3,EGYVO,,0
1,201000000036,201090000001,2026-03-31 19:44:10,3600,1,EGYVO,,0
1,201483850292,youtube.com,2026-04-02 13:15:10,108,2,EGYVO,,0
1,201655520407,google.com,2026-04-07 03:26:10,117,2,EGYVO,,0
1,201000000006,201223344556,2026-04-11 21:26:10,1164,1,EGYVO,,0
1,201936243697,201090000001,2026-04-21 05:09:10,1256,1,EGYVO,,0
1,201273744492,201090000001,2026-04-25 05:22:10,2180,1,EGYVO,,0
1,201313550964,201000000008,2026-04-02 06:20:10,1316,1,EGYVO,,0
1,201597950279,youtube.com,2026-04-19 11:51:10,312,2,EGYVO,,0
1,201697146405,facebook.com,2026-04-13 23:35:10,113,2,EGYVO,,0
1,201655520407,201223344556,2026-03-31 14:48:10,1,3,EGYVO,,0
1,201984120775,facebook.com,2026-04-05 12:20:10,416,2,EGYVO,,0
1,201988830569,201090000002,2026-04-09 10:58:10,800,1,EGYVO,,0
1,201000000013,youtube.com,2026-04-03 22:29:10,237,2,EGYVO,,0
1,201308453997,whatsapp.net,2026-04-01 17:56:10,116,2,EGYVO,,0
1,201483100878,whatsapp.net,2026-04-26 05:41:10,357,2,EGYVO,,0
1,201000000041,201090000003,2026-04-18 08:34:10,1719,1,EGYVO,,0
1,201585940563,fmrz-telecom.net,2026-04-03 00:09:10,179,2,EGYVO,,0
1,201944703431,fmrz-telecom.net,2026-04-19 08:18:10,165,2,EGYVO,,0
1,201385305556,fmrz-telecom.net,2026-04-09 19:52:10,70,2,EGYVO,,0
1,201712153941,201090000003,2026-04-23 10:14:10,1,3,EGYVO,,0
1,201582580004,201090000002,2026-04-27 03:02:10,1,3,EGYVO,,0
1,201297694951,youtube.com,2026-04-14 11:13:10,302,2,EGYVO,,0
1,201788349956,201090000001,2026-04-20 01:53:10,3185,1,EGYVO,,0
1,201257851272,201223344556,2026-04-19 07:20:10,2039,1,EGYVO,,0
1,201483356980,201000000008,2026-04-05 03:49:10,1,3,EGYVO,,0
1,201793137497,201000000008,2026-04-12 05:16:10,1787,1,EGYVO,,0
1,201756553646,201223344556,2026-04-26 02:33:10,1,3,EGYVO,,0
1,201364353544,201090000002,2026-04-24 10:17:10,1,3,EGYVO,,0
1,201000000020,201223344556,2026-04-29 10:08:10,2512,1,EGYVO,,0
1,201000000040,fmrz-telecom.net,2026-04-29 17:29:10,472,2,EGYVO,,0
1,201000000036,201090000001,2026-04-04 11:06:10,1,3,EGYVO,,0
